mec de 53 ans diabétique hta se présente pour difficultés respiratoires et fièvre depuis 1 semaine. a l’iao insuffisance respiratoire aiguë non compenser (60% en aa =&gt; 75% sous 15l) =&gt; 1h plus tard direction la rea
@mention puis surveille ta température baby et regarde l’avancée des symptômes avec les jours;;
si votre mec/meuf est malade, il a les symptômes du coronavirus, il vous dis viens on se voit vous faites quoi ?;;
@mention @mention je comprends mieux 😉. djeunes et vieux djeunes... toussent ensemble comme on dit désormais.;;
y’a un boug à côté de moi (pas trop à côté smendou) il commence à tousser, je m’éloigne du coup côté opposé tulut et il me regarde mal ??? mdrr wallah tue moi du regard même mais loin de moi fdp;;
@mention pour le moment oui mais très peu d'accompagnement. aux premiers symptômes avant dépistage la médecine du travail a même eu le culot de suggérer à ma belle-mère de continuer à travaille....;;
@mention 1) elle n'est pas sans symptômes 2) son mari est urgentiste et il s'agit de savoir si potentiellement il peut contaminer des gens qu'il sauve;;
j’ai senti des ondes toute la journée je me sens sale là je vous jure je suis pas bien j’arrête pas de toucher mon front pour voir si j’ai de la fièvre.;;
"@mention @mention @mention la majorité des patients atteint du covid ne sont plus positifs et ne ressentent plus de symptômes rapidement...la question est ""est ce qu'il y en a significativement plus quand traité avec ce médoc"" (d'autant plus important quand le medoc a des effets secondaires graves) ?";;
@mention un peu mieux, ce que j'ai encore comme symptômes est léger;;
"@mention le meilleur ""monsieur"" papa et super manan elastic girl  ils sont chanceux jules et charles  gros bisous à toute la @mention  photos de lundi dernier  on va bien pas de fièvre pas de symptômes  on fait attention aussi  prêt pour #confinement [url]";;
tableau clair sur les symptômes  a partager [url];;
@mention impossible de savoir ou et quand.. montee de fievre assez rapide, douleurs partout puis blocage de la respiration (comme de l’asthme), toux seche, blocage au niveau de la poitrine (mais gerable..), nez qui coule, grosse fatigue etc..;;
pour terminer la soirée... voila pourquoi il vaut mieux éternuer ou tousser dans son coude ou dans son mouchoir (à usage unique) (...) #covid19 #gestesbarrières  #sauvezdesviesrestezchezvous [url];;
@mention et @mention qui refuse l'administration de la #chloroquine dès le début des symptômes. #ilssavaient #assassins;;
@mention ce n'est pourtant pas l'attitude de la chine et on peut voir que cela a porté ses fruits. toux ceux qui sortent sont masqués! mais chez nous, gros manque surtout... :'(;;
en vrai à paris les gens ils ont tous le #covid_19 à tousser dans le métro. mais ils vont quand même bosser avec de la fièvre comme si tout allait bien 😅;;
j’arrête pas de tousser à cause d’une bronchite qui dure depuis deux mois et les gens de ma classe en peuvent plus (au passage les profs me regardent trop mal car ils croient que j’ai le corona ) 😭;;
"#lagrandeconfrontation : la conclusion de #buzyn en bafouillant qui dit ""appelez..."". elle allait dire appellez le 115 en cas de fièvre à paris. elle n'avait pas dit qu'elle avait quitté le ministère de la santé. 🤔 #municipalesparis2020 #municipales2020 #coronavirusenfrance";;
⚠️point à jour du vendredi 6 mars 2020 à #poissy sur le #coronavirus #covid19  rappel des gestes simples pour se protéger : - ne plus se serrer la main  - se laver régulièrement les mains  - tousser dans son coude - utiliser un mouchoir à usage unique [url];;
j’crois j’ai la fièvre;;
@mention c’est le corona virus, symptômes qui régressent en quelques jours;;
qd jrespire je tousse c normal?;;
@mention tu a de la fièvre et tout ?;;
@mention @mention peut-être je vous croix, mais on nous en parle tellement et des que quelqu'un éternue ou tousse la personne est regarde de travers que ces petites phrases ne sont plus anodines et peuvent créer des malaises sociales. bonne journée 😉;;
@mention si tu veux je lui tousse dessus;;
j’ai mal à la gorge j’ai trop rigolé hier;;
@mention @mention le professeur #raoult est reconnu à l’international. c’est un médicament qui existe et qui permet d’atténuer et réduire les symptômes du #covid19 donc pas de polémiques politiciennes, laisse le medical faire son job ! #hippocrate @mention;;
@mention j sais pas je pense qu'elle a de la fièvre;;
« de nombreuses personnes ayant participé à la tenue du scrutin du 15 mars ont, depuis, développé des symptômes. beaucoup ne comprennent pas que les élections n’aient pas été annulées. »  [url] [url];;
il m’a demandé si j’avais de la fièvre, après il a cogité et il allait m’exclure de cours wsh💀💀;;
@mention sirop pour la toux, tramadol, tout ce qui est à base de codéine fera l’affaire tkt;;
@mention, vous venez de légèrement #tousser:  #soyonssolidaires  #prenezsoindevous, quelle que soit nos divergences et opinions personnelles. #masques #cnewsdirect #coronavirusfrance #covid19france #confinementtotal #confinement #confinementgeneral #castaner #elysee 🙂;;
« j’ai de la fièvre je tousse je préfère pas venir » alors que ça a juste une gueule de bois;;
tu discutes avec quelqu'un il te dit que c'est la maladie des blancs  la chaleur du pays va arrêter ça   je constate comme toi. tu expliques à quelqu'un qu'il peut-être porteur sans symptômes il te demande si tu es médecin  je n'en peux plus ... [url];;
@mention un rhume avec courbatures, toux et fièvre ?;;
@mention je crois la fièvre lui a fait peut🤣;;
@mention courage, ça met 12 jours environ l’incubation donc si t’as pas de fièvre d’ici là ça devrait le faire;;
⚠️ #covidー19 | la prise d'anti-inflammatoires (ibuprofène, cortisone, ...) pourrait être un facteur d'aggravation de l’infection. en cas de fièvre, prenez du paracétamol.  si vous êtes déjà sous anti-inflammatoires ou en cas de doute, demandez conseil à votre médecin. min. santé;;
@mention nan nan nan là frère c’est ce virus de merde, je suis fatigué toute la journée, j’ai plus d’odorat, plus de goût ça y est frere fait qu’il commence à se calmer ce fdp de virus je suis pas son petit moi;;
pour une fois, personne n'aimerait avoir la fièvre du samedi soir... 😂  #restecheztoi #confinement #coronavirus;;
@mention c’est un symptôme du corona...;;
@mention @mention @mention @mention @mention @mention en france il y a pas besoin davoir de diag pour avoir aides. seuls les symptômes comptent et attestés par un médecin.;;
mon coloc taïwanais vient de m'annoncer qu'il a de la fièvre depuis 3 jours mais qu'il avait peur de me le dire;;
@mention mais le coude c'est pas déjà là ou on doit tousser, cracher, se moucher...? si on se tape les coudes on va propager nos miasmes à la vitesse grand v non ? et si on se tape les pieds... bah on a l'air con mais d'une force !!!;;
le prince charles positif au coronavirus! l'héritier du trône d'angleterre, 71 ans, présente plusieurs symptômes mais affirme être en bonne santé. son épouse camilla parker-bowles, également testée, a échappé au virus. #princescharles #confinement #stayinside #50mninside #tf1 [url];;
et voilà que je me remets à tousser ...;;
@mention non que si tu as des symptômes tu appelles ton médecin traitant ou le 15 et ils te dirigent sur quoi faire;;
« confiné dans son bel appartement, en boule sous un plaid à l’effigie du che, janluk avait la fièvre et continuait à délirer. » [url];;
